date,sku,category,region,channel,units,list_price_usd,discount_pct,net_revenue_usd
2026-04-27,NOVA-ACC-01,accessories,East,online,9,29.99,0.0583,254.17
2026-04-27,NOVA-ACC-01,accessories,East,marketplace,4,29.99,0.0572,113.1
2026-04-27,NOVA-ACC-01,accessories,East,b2b,2,29.99,0.0918,54.47
2026-04-27,NOVA-ACC-01,accessories,West,online,7,29.99,0.0489,199.66
2026-04-27,NOVA-ACC-01,accessories,West,marketplace,4,29.99,0.0481,114.19
2026-04-27,NOVA-ACC-01,accessories,West,b2b,1,29.99,0.1095,26.71
2026-04-27,NOVA-ACC-02,accessories,North,online,5,49.99,0.0538,236.5
2026-04-27,NOVA-ACC-02,accessories,North,marketplace,2,49.99,0.0432,95.66
2026-04-27,NOVA-ACC-02,accessories,North,b2b,1,49.99,0.0922,45.38
2026-04-27,NOVA-ACC-02,accessories,South,online,4,49.99,0.0411,191.74
2026-04-27,NOVA-ACC-02,accessories,South,marketplace,3,49.99,0.0484,142.71
2026-04-27,NOVA-ACC-02,accessories,South,b2b,1,49.99,0.1038,44.8
2026-04-27,NOVA-ACC-02,accessories,East,online,5,49.99,0.04,239.95
2026-04-27,NOVA-ACC-02,accessories,East,marketplace,2,49.99,0.0587,94.11
2026-04-27,NOVA-ACC-02,accessories,East,b2b,1,49.99,0.1008,44.95
2026-04-27,NOVA-ACC-02,accessories,West,online,4,49.99,0.0479,190.38
2026-04-27,NOVA-ACC-02,accessories,West,marketplace,3,49.99,0.0401,143.96
2026-04-27,NOVA-ACC-02,accessories,West,b2b,1,49.99,0.0965,45.17
2026-04-28,NOVA-AUD-01,audio,North,online,3,149.99,0.0449,429.77
2026-04-28,NOVA-AUD-01,audio,North,marketplace,2,149.99,0.0447,286.57
2026-04-28,NOVA-AUD-01,audio,North,b2b,1,149.99,0.1087,133.69
2026-04-28,NOVA-AUD-01,audio,South,online,3,149.99,0.0432,430.53
2026-04-28,NOVA-AUD-01,audio,South,marketplace,1,149.99,0.0562,141.56
2026-04-28,NOVA-AUD-01,audio,East,online,4,149.99,0.0553,566.78
2026-04-28,NOVA-AUD-01,audio,East,marketplace,1,149.99,0.049,142.64
2026-04-28,NOVA-AUD-01,audio,East,b2b,1,149.99,0.0986,135.2
2026-04-28,NOVA-AUD-01,audio,West,online,3,149.99,0.0551,425.18
2026-04-28,NOVA-AUD-01,audio,West,marketplace,2,149.99,0.0572,282.82
2026-04-28,NOVA-AUD-02,audio,North,online,5,89.99,0.0578,423.94
2026-04-28,NOVA-AUD-02,audio,North,marketplace,3,89.99,0.05,256.47
2026-04-28,NOVA-AUD-02,audio,North,b2b,1,89.99,0.1035,80.68
2026-04-28,NOVA-AUD-02,audio,South,online,4,89.99,0.0441,344.09
2026-04-28,NOVA-AUD-02,audio,South,marketplace,2,89.99,0.0482,171.3
2026-04-28,NOVA-AUD-02,audio,South,b2b,1,89.99,0.1001,80.98
2026-04-28,NOVA-AUD-02,audio,East,online,5,89.99,0.0577,423.99
2026-04-28,NOVA-AUD-02,audio,East,marketplace,3,89.99,0.0583,254.23
2026-04-28,NOVA-AUD-02,audio,East,b2b,1,89.99,0.1054,80.51
2026-04-28,NOVA-AUD-02,audio,West,online,3,89.99,0.0491,256.71
2026-04-28,NOVA-AUD-02,audio,West,marketplace,2,89.99,0.051,170.8
2026-04-28,NOVA-AUD-02,audio,West,b2b,1,89.99,0.0922,81.69
2026-04-28,NOVA-MOB-01,mobile,North,online,3,699.99,0.0438,2007.99
2026-04-28,NOVA-MOB-01,mobile,North,marketplace,1,699.99,0.0558,660.93
2026-04-28,NOVA-MOB-01,mobile,South,online,1,699.99,0.0522,663.45
2026-04-28,NOVA-MOB-01,mobile,East,online,2,699.99,0.0594,1316.82
2026-04-28,NOVA-MOB-01,mobile,East,marketplace,1,699.99,0.0437,669.4
2026-04-28,NOVA-MOB-01,mobile,West,online,2,699.99,0.0413,1342.16
2026-04-28,NOVA-MOB-01,mobile,West,marketplace,1,699.99,0.0542,662.05
2026-04-28,NOVA-MOB-02,mobile,North,online,3,449.99,0.0404,1295.43
2026-04-28,NOVA-MOB-02,mobile,North,marketplace,2,449.99,0.0496,855.34
2026-04-28,NOVA-MOB-02,mobile,South,online,2,449.99,0.0484,856.42
2026-04-28,NOVA-MOB-02,mobile,South,marketplace,1,449.99,0.0474,428.66
2026-04-28,NOVA-MOB-02,mobile,East,online,2,449.99,0.058,847.78
2026-04-28,NOVA-MOB-02,mobile,East,marketplace,1,449.99,0.042,431.09
2026-04-28,NOVA-MOB-02,mobile,West,online,2,449.99,0.0554,850.12
2026-04-28,NOVA-MOB-02,mobile,West,marketplace,1,449.99,0.0493,427.81
2026-04-28,NOVA-CPT-01,computing,North,online,1,999.99,0.0492,950.79
2026-04-28,NOVA-CPT-01,computing,North,marketplace,1,999.99,0.0422,957.79
2026-04-28,NOVA-CPT-01,computing,South,online,1,999.99,0.0571,942.89
2026-04-28,NOVA-CPT-01,computing,East,online,1,999.99,0.0532,946.79
2026-04-28,NOVA-CPT-01,computing,West,online,1,999.99,0.0564,943.59
2026-04-28,NOVA-CPT-02,computing,North,online,2,399.99,0.0591,752.7
2026-04-28,NOVA-CPT-02,computing,North,marketplace,1,399.99,0.0477,380.91
2026-04-28,NOVA-CPT-02,computing,South,online,2,399.99,0.0515,758.78
2026-04-28,NOVA-CPT-02,computing,East,online,1,399.99,0.0523,379.07
2026-04-28,NOVA-CPT-02,computing,East,marketplace,1,399.99,0.0578,376.87
2026-04-28,NOVA-CPT-02,computing,West,online,1,399.99,0.052,379.19
2026-04-28,NOVA-CPT-02,computing,West,marketplace,1,399.99,0.0526,378.95
2026-04-28,NOVA-WBL-01,wearables,North,online,3,299.99,0.046,858.57
2026-04-28,NOVA-WBL-01,wearables,North,marketplace,1,299.99,0.0572,282.83
2026-04-28,NOVA-WBL-01,wearables,South,online,2,299.99,0.0495,570.28
2026-04-28,NOVA-WBL-01,wearables,South,marketplace,1,299.99,0.0482,285.53
2026-04-28,NOVA-WBL-01,wearables,East,online,3,299.99,0.0413,862.8
2026-04-28,NOVA-WBL-01,wearables,East,marketplace,1,299.99,0.0524,284.27
2026-04-28,NOVA-WBL-01,wearables,West,online,2,299.99,0.0511,569.32
2026-04-28,NOVA-WBL-01,wearables,West,marketplace,1,299.99,0.0461,286.16
2026-04-28,NOVA-WBL-02,wearables,North,online,4,79.99,0.047,304.92
2026-04-28,NOVA-WBL-02,wearables,North,marketplace,2,79.99,0.0514,151.76
2026-04-28,NOVA-WBL-02,wearables,North,b2b,1,79.99,0.0915,72.67
2026-04-28,NOVA-WBL-02,wearables,South,online,3,79.99,0.0561,226.51
2026-04-28,NOVA-WBL-02,wearables,South,marketplace,2,79.99,0.0569,150.88
2026-04-28,NOVA-WBL-02,wearables,East,online,4,79.99,0.0458,305.31
2026-04-28,NOVA-WBL-02,wearables,East,marketplace,2,79.99,0.0589,150.56
2026-04-28,NOVA-WBL-02,wearables,East,b2b,1,79.99,0.098,72.15
2026-04-28,NOVA-WBL-02,wearables,West,online,3,79.99,0.0562,226.48
2026-04-28,NOVA-WBL-02,wearables,West,marketplace,1,79.99,0.0476,76.18
2026-04-28,NOVA-WBL-02,wearables,West,b2b,1,79.99,0.1007,71.94
2026-04-28,NOVA-ACC-01,accessories,North,online,7,29.99,0.0463,200.21
2026-04-28,NOVA-ACC-01,accessories,North,marketplace,5,29.99,0.0433,143.46
2026-04-28,NOVA-ACC-01,accessories,North,b2b,2,29.99,0.1061,53.62
2026-04-28,NOVA-ACC-01,accessories,South,online,7,29.99,0.0465,200.17
2026-04-28,NOVA-ACC-01,accessories,South,marketplace,3,29.99,0.0567,84.87
2026-04-28,NOVA-ACC-01,accessories,South,b2b,2,29.99,0.0933,54.38
2026-04-28,NOVA-ACC-01,accessories,East,online,6,29.99,0.0492,171.09
2026-04-28,NOVA-ACC-01,accessories,East,marketplace,4,29.99,0.0458,114.47
2026-04-28,NOVA-ACC-01,accessories,East,b2b,2,29.99,0.0912,54.51
2026-04-28,NOVA-ACC-01,accessories,West,online,7,29.99,0.0436,200.78
2026-04-28,NOVA-ACC-01,accessories,West,marketplace,3,29.99,0.0451,85.91
2026-04-28,NOVA-ACC-01,accessories,West,b2b,1,29.99,0.1054,26.83
2026-04-28,NOVA-ACC-02,accessories,North,online,4,49.99,0.0575,188.46
2026-04-28,NOVA-ACC-02,accessories,North,marketplace,3,49.99,0.0438,143.4
2026-04-28,NOVA-ACC-02,accessories,North,b2b,1,49.99,0.0908,45.45
2026-04-28,NOVA-ACC-02,accessories,South,online,4,49.99,0.0533,189.3
2026-04-28,NOVA-ACC-02,accessories,South,marketplace,2,49.99,0.0447,95.51
2026-04-28,NOVA-ACC-02,accessories,South,b2b,1,49.99,0.0995,45.02
2026-04-28,NOVA-ACC-02,accessories,East,online,6,49.99,0.0549,283.47
2026-04-28,NOVA-ACC-02,accessories,East,marketplace,2,49.99,0.047,95.28
2026-04-28,NOVA-ACC-02,accessories,East,b2b,1,49.99,0.0947,45.26
2026-04-28,NOVA-ACC-02,accessories,West,online,4,49.99,0.0592,188.12
2026-04-28,NOVA-ACC-02,accessories,West,marketplace,3,49.99,0.0583,141.23
2026-04-28,NOVA-ACC-02,accessories,West,b2b,1,49.99,0.0943,45.28
2026-04-29,NOVA-AUD-01,audio,North,online,4,149.99,0.0544,567.32
2026-04-29,NOVA-AUD-01,audio,North,marketplace,2,149.99,0.0481,285.55
2026-04-29,NOVA-AUD-01,audio,North,b2b,1,149.99,0.1074,133.88
2026-04-29,NOVA-AUD-01,audio,South,online,3,149.99,0.0529,426.17
2026-04-29,NOVA-AUD-01,audio,South,marketplace,1,149.99,0.0594,141.08
2026-04-29,NOVA-AUD-01,audio,East,online,3,149.99,0.0512,426.93
2026-04-29,NOVA-AUD-01,audio,East,marketplace,2,149.99,0.0438,286.84
2026-04-29,NOVA-AUD-01,audio,East,b2b,1,149.99,0.1008,134.87
2026-04-29,NOVA-AUD-01,audio,West,online,4,149.99,0.0598,564.08
2026-04-29,NOVA-AUD-01,audio,West,marketplace,1,149.99,0.0514,142.28
2026-04-29,NOVA-AUD-02,audio,North,online,5,89.99,0.0544,425.47
2026-04-29,NOVA-AUD-02,audio,North,marketplace,2,89.99,0.0424,172.35
2026-04-29,NOVA-AUD-02,audio,North,b2b,1,89.99,0.0983,81.14
2026-04-29,NOVA-AUD-02,audio,South,online,4,89.99,0.0407,345.31
2026-04-29,NOVA-AUD-02,audio,South,marketplace,1,89.99,0.055,85.04
2026-04-29,NOVA-AUD-02,audio,South,b2b,1,89.99,0.1078,80.29
2026-04-29,NOVA-AUD-02,audio,East,online,4,89.99,0.0446,343.91
2026-04-29,NOVA-AUD-02,audio,East,marketplace,3,89.99,0.0461,257.52
2026-04-29,NOVA-AUD-02,audio,East,b2b,1,89.99,0.0926,81.66
2026-04-29,NOVA-AUD-02,audio,West,online,4,89.99,0.0409,345.24
2026-04-29,NOVA-AUD-02,audio,West,marketplace,2,89.99,0.0533,170.39
2026-04-29,NOVA-AUD-02,audio,West,b2b,1,89.99,0.1012,80.88
2026-04-29,NOVA-MOB-01,mobile,North,online,3,699.99,0.0564,1981.53
2026-04-29,NOVA-MOB-01,mobile,North,marketplace,1,699.99,0.046,667.79
2026-04-29,NOVA-MOB-01,mobile,South,online,1,699.99,0.0556,661.07
2026-04-29,NOVA-MOB-01,mobile,South,marketplace,1,699.99,0.0582,659.25
2026-04-29,NOVA-MOB-01,mobile,East,online,2,699.99,0.0496,1330.54
2026-04-29,NOVA-MOB-01,mobile,East,marketplace,1,699.99,0.0485,666.04
2026-04-29,NOVA-MOB-01,mobile,West,online,2,699.99,0.0436,1338.94
2026-04-29,NOVA-MOB-01,mobile,West,marketplace,1,699.99,0.0466,667.37
2026-04-29,NOVA-MOB-02,mobile,North,online,3,449.99,0.0532,1278.15
2026-04-29,NOVA-MOB-02,mobile,North,marketplace,1,449.99,0.0406,431.72
2026-04-29,NOVA-MOB-02,mobile,South,online,2,449.99,0.0478,856.96
2026-04-29,NOVA-MOB-02,mobile,South,marketplace,1,449.99,0.0537,425.83
2026-04-29,NOVA-MOB-02,mobile,East,online,3,449.99,0.052,1279.77
2026-04-29,NOVA-MOB-02,mobile,East,marketplace,1,449.99,0.0419,431.14
2026-04-29,NOVA-MOB-02,mobile,East,b2b,1,449.99,0.0946,407.42
2026-04-29,NOVA-MOB-02,mobile,West,online,2,449.99,0.0401,863.89
2026-04-29,NOVA-MOB-02,mobile,West,marketplace,1,449.99,0.0594,423.26
2026-04-29,NOVA-CPT-01,computing,North,online,2,999.99,0.0444,1911.18
2026-04-29,NOVA-CPT-01,computing,South,online,1,999.99,0.0411,958.89
2026-04-29,NOVA-CPT-01,computing,East,online,1,999.99,0.0589,941.09
2026-04-29,NOVA-CPT-01,computing,East,marketplace,1,999.99,0.0414,958.59
2026-04-29,NOVA-CPT-01,computing,West,online,1,999.99,0.0585,941.49
2026-04-29,NOVA-CPT-02,computing,North,online,2,399.99,0.0431,765.5
2026-04-29,NOVA-CPT-02,computing,North,marketplace,1,399.99,0.0507,379.71
2026-04-29,NOVA-CPT-02,computing,South,online,1,399.99,0.0469,381.23
2026-04-29,NOVA-CPT-02,computing,East,online,2,399.99,0.0434,765.26
2026-04-29,NOVA-CPT-02,computing,East,marketplace,1,399.99,0.0461,381.55
2026-04-29,NOVA-CPT-02,computing,West,online,1,399.99,0.0543,378.27
2026-04-29,NOVA-WBL-01,wearables,North,online,3,299.99,0.0466,858.03
2026-04-29,NOVA-WBL-01,wearables,North,marketplace,1,299.99,0.0417,287.48
2026-04-29,NOVA-WBL-01,wearables,South,online,2,299.99,0.041,575.38
2026-04-29,NOVA-WBL-01,wearables,South,marketplace,1,299.99,0.0409,287.72
2026-04-29,NOVA-WBL-01,wearables,East,online,2,299.99,0.049,570.58
2026-04-29,NOVA-WBL-01,wearables,East,marketplace,1,299.99,0.0494,285.17
2026-04-29,NOVA-WBL-01,wearables,West,online,2,299.99,0.0471,571.72
2026-04-29,NOVA-WBL-01,wearables,West,marketplace,1,299.99,0.0488,285.35
2026-04-29,NOVA-WBL-02,wearables,North,online,5,79.99,0.0546,378.11
2026-04-29,NOVA-WBL-02,wearables,North,marketplace,2,79.99,0.0558,151.05
2026-04-29,NOVA-WBL-02,wearables,North,b2b,1,79.99,0.0971,72.22
2026-04-29,NOVA-WBL-02,wearables,South,online,3,79.99,0.0561,226.51
2026-04-29,NOVA-WBL-02,wearables,South,marketplace,2,79.99,0.044,152.94
2026-04-29,NOVA-WBL-02,wearables,East,online,5,79.99,0.0441,382.31
2026-04-29,NOVA-WBL-02,wearables,East,marketplace,2,79.99,0.0498,152.01
2026-04-29,NOVA-WBL-02,wearables,East,b2b,1,79.99,0.0944,72.44
2026-04-29,NOVA-WBL-02,wearables,West,online,3,79.99,0.0444,229.32
2026-04-29,NOVA-WBL-02,wearables,West,marketplace,1,79.99,0.0558,75.53
2026-04-29,NOVA-WBL-02,wearables,West,b2b,1,79.99,0.0948,72.41
2026-04-29,NOVA-ACC-01,accessories,North,online,8,29.99,0.0584,225.91
2026-04-29,NOVA-ACC-01,accessories,North,marketplace,5,29.99,0.0485,142.68
2026-04-29,NOVA-ACC-01,accessories,North,b2b,1,29.99,0.0995,27.01
2026-04-29,NOVA-ACC-01,accessories,South,online,6,29.99,0.0435,172.11
2026-04-29,NOVA-ACC-01,accessories,South,marketplace,4,29.99,0.0414,114.99
2026-04-29,NOVA-ACC-01,accessories,South,b2b,2,29.99,0.0996,54.01
2026-04-29,NOVA-ACC-01,accessories,East,online,8,29.99,0.0402,230.28
2026-04-29,NOVA-ACC-01,accessories,East,marketplace,5,29.99,0.0487,142.65
2026-04-29,NOVA-ACC-01,accessories,East,b2b,2,29.99,0.0913,54.5
2026-04-29,NOVA-ACC-01,accessories,West,online,6,29.99,0.0489,171.14
2026-04-29,NOVA-ACC-01,accessories,West,marketplace,3,29.99,0.0465,85.79
2026-04-29,NOVA-ACC-01,accessories,West,b2b,2,29.99,0.1085,53.47
2026-04-29,NOVA-ACC-02,accessories,North,online,6,49.99,0.0497,285.03
2026-04-29,NOVA-ACC-02,accessories,North,marketplace,3,49.99,0.0502,142.44
2026-04-29,NOVA-ACC-02,accessories,North,b2b,1,49.99,0.1013,44.93
2026-04-29,NOVA-ACC-02,accessories,South,online,4,49.99,0.0485,190.26
2026-04-29,NOVA-ACC-02,accessories,South,marketplace,2,49.99,0.0459,95.39
2026-04-29,NOVA-ACC-02,accessories,South,b2b,1,49.99,0.0999,45.0
2026-04-29,NOVA-ACC-02,accessories,East,online,6,49.99,0.0489,285.27
2026-04-29,NOVA-ACC-02,accessories,East,marketplace,3,49.99,0.0433,143.48
2026-04-29,NOVA-ACC-02,accessories,East,b2b,1,49.99,0.1018,44.9
2026-04-29,NOVA-ACC-02,accessories,West,online,4,49.99,0.0462,190.72
2026-04-29,NOVA-ACC-02,accessories,West,marketplace,2,49.99,0.0479,95.19
2026-04-29,NOVA-ACC-02,accessories,West,b2b,1,49.99,0.1015,44.92
2026-04-30,NOVA-AUD-01,audio,North,online,4,149.99,0.0526,568.4
2026-04-30,NOVA-AUD-01,audio,North,marketplace,2,149.99,0.0594,282.16
2026-04-30,NOVA-AUD-01,audio,North,b2b,1,149.99,0.1022,134.66
2026-04-30,NOVA-AUD-01,audio,South,online,3,149.99,0.0558,424.86
2026-04-30,NOVA-AUD-01,audio,South,marketplace,1,149.99,0.0422,143.66
2026-04-30,NOVA-AUD-01,audio,East,online,4,149.99,0.0496,570.2
2026-04-30,NOVA-AUD-01,audio,East,marketplace,2,149.99,0.0506,284.8
2026-04-30,NOVA-AUD-01,audio,East,b2b,1,149.99,0.1086,133.7
2026-04-30,NOVA-AUD-01,audio,West,online,3,149.99,0.0433,430.49
2026-04-30,NOVA-AUD-01,audio,West,marketplace,2,149.99,0.0508,284.74
2026-04-30,NOVA-AUD-02,audio,North,online,5,89.99,0.0581,423.81
2026-04-30,NOVA-AUD-02,audio,North,marketplace,2,89.99,0.0459,171.72
2026-04-30,NOVA-AUD-02,audio,North,b2b,1,89.99,0.1088,80.2
2026-04-30,NOVA-AUD-02,audio,South,online,4,89.99,0.046,343.4
2026-04-30,NOVA-AUD-02,audio,South,marketplace,2,89.99,0.058,169.54
2026-04-30,NOVA-AUD-02,audio,South,b2b,1,89.99,0.1045,80.59
2026-04-30,NOVA-AUD-02,audio,East,online,5,89.99,0.0488,427.99
2026-04-30,NOVA-AUD-02,audio,East,marketplace,2,89.99,0.0575,169.63
2026-04-30,NOVA-AUD-02,audio,East,b2b,1,89.99,0.1078,80.29
2026-04-30,NOVA-AUD-02,audio,West,online,4,89.99,0.0542,340.45
2026-04-30,NOVA-AUD-02,audio,West,marketplace,2,89.99,0.0504,170.91
2026-04-30,NOVA-AUD-02,audio,West,b2b,1,89.99,0.1048,80.56
2026-04-30,NOVA-MOB-01,mobile,North,online,3,699.99,0.041,2013.87
2026-04-30,NOVA-MOB-01,mobile,North,marketplace,1,699.99,0.0488,665.83
2026-04-30,NOVA-MOB-01,mobile,South,online,2,699.99,0.0522,1326.9
2026-04-30,NOVA-MOB-01,mobile,South,marketplace,1,699.99,0.0569,660.16
2026-04-30,NOVA-MOB-01,mobile,East,online,3,699.99,0.046,2003.37
2026-04-30,NOVA-MOB-01,mobile,East,marketplace,1,699.99,0.0528,663.03
2026-04-30,NOVA-MOB-01,mobile,West,online,2,699.99,0.0416,1341.74
2026-04-30,NOVA-MOB-01,mobile,West,marketplace,1,699.99,0.0466,667.37
2026-04-30,NOVA-MOB-02,mobile,North,online,3,449.99,0.0593,1269.92
2026-04-30,NOVA-MOB-02,mobile,North,marketplace,2,449.99,0.0562,849.4
2026-04-30,NOVA-MOB-02,mobile,North,b2b,1,449.99,0.1059,402.34
2026-04-30,NOVA-MOB-02,mobile,South,online,2,449.99,0.0499,855.07
2026-04-30,NOVA-MOB-02,mobile,South,marketplace,1,449.99,0.0505,427.27
2026-04-30,NOVA-MOB-02,mobile,East,online,3,449.99,0.0417,1293.68
2026-04-30,NOVA-MOB-02,mobile,East,marketplace,1,449.99,0.0528,426.23
2026-04-30,NOVA-MOB-02,mobile,West,online,2,449.99,0.055,850.48
2026-04-30,NOVA-MOB-02,mobile,West,marketplace,1,449.99,0.0423,430.96
2026-04-30,NOVA-CPT-01,computing,North,online,1,999.99,0.0597,940.29
2026-04-30,NOVA-CPT-01,computing,North,marketplace,1,999.99,0.0508,949.19
2026-04-30,NOVA-CPT-01,computing,South,online,1,999.99,0.0515,948.49
2026-04-30,NOVA-CPT-01,computing,East,online,1,999.99,0.0531,946.89
2026-04-30,NOVA-CPT-01,computing,East,marketplace,1,999.99,0.0569,943.09
2026-04-30,NOVA-CPT-01,computing,West,online,1,999.99,0.0567,943.29
2026-04-30,NOVA-CPT-02,computing,North,online,2,399.99,0.043,765.58
2026-04-30,NOVA-CPT-02,computing,North,marketplace,1,399.99,0.0585,376.59
2026-04-30,NOVA-CPT-02,computing,South,online,1,399.99,0.0558,377.67
2026-04-30,NOVA-CPT-02,computing,East,online,2,399.99,0.0501,759.9
2026-04-30,NOVA-CPT-02,computing,East,marketplace,1,399.99,0.0551,377.95
2026-04-30,NOVA-CPT-02,computing,West,online,2,399.99,0.0554,755.66
2026-04-30,NOVA-CPT-02,computing,West,marketplace,1,399.99,0.0439,382.43
2026-04-30,NOVA-WBL-01,wearables,North,online,2,299.99,0.0549,567.04
2026-04-30,NOVA-WBL-01,wearables,North,marketplace,1,299.99,0.0448,286.55
2026-04-30,NOVA-WBL-01,wearables,South,online,1,299.99,0.0592,282.23
2026-04-30,NOVA-WBL-01,wearables,South,marketplace,1,299.99,0.0571,282.86
2026-04-30,NOVA-WBL-01,wearables,East,online,2,299.99,0.0529,568.24
2026-04-30,NOVA-WBL-01,wearables,East,marketplace,1,299.99,0.0424,287.27
2026-04-30,NOVA-WBL-01,wearables,West,online,2,299.99,0.0412,575.26
2026-04-30,NOVA-WBL-01,wearables,West,marketplace,1,299.99,0.0565,283.04
2026-04-30,NOVA-WBL-02,wearables,North,online,5,79.99,0.0543,378.23
2026-04-30,NOVA-WBL-02,wearables,North,marketplace,2,79.99,0.0466,152.52
2026-04-30,NOVA-WBL-02,wearables,North,b2b,1,79.99,0.096,72.31
2026-04-30,NOVA-WBL-02,wearables,South,online,3,79.99,0.0441,229.39
2026-04-30,NOVA-WBL-02,wearables,South,marketplace,1,79.99,0.0469,76.24
2026-04-30,NOVA-WBL-02,wearables,South,b2b,1,79.99,0.1057,71.54
2026-04-30,NOVA-WBL-02,wearables,East,online,4,79.99,0.0476,304.73
2026-04-30,NOVA-WBL-02,wearables,East,marketplace,2,79.99,0.0583,150.65
2026-04-30,NOVA-WBL-02,wearables,East,b2b,1,79.99,0.1038,71.69
2026-04-30,NOVA-WBL-02,wearables,West,online,3,79.99,0.052,227.49
2026-04-30,NOVA-WBL-02,wearables,West,marketplace,2,79.99,0.0442,152.91
2026-04-30,NOVA-ACC-01,accessories,North,online,8,29.99,0.0541,226.94
2026-04-30,NOVA-ACC-01,accessories,North,marketplace,4,29.99,0.0509,113.85
2026-04-30,NOVA-ACC-01,accessories,North,b2b,2,29.99,0.1095,53.41
2026-04-30,NOVA-ACC-01,accessories,South,online,7,29.99,0.0486,199.73
2026-04-30,NOVA-ACC-01,accessories,South,marketplace,3,29.99,0.0591,84.65
2026-04-30,NOVA-ACC-01,accessories,South,b2b,1,29.99,0.0949,27.14
2026-04-30,NOVA-ACC-01,accessories,East,online,8,29.99,0.0572,226.2
2026-04-30,NOVA-ACC-01,accessories,East,marketplace,5,29.99,0.0448,143.23
2026-04-30,NOVA-ACC-01,accessories,East,b2b,2,29.99,0.0937,54.36
2026-04-30,NOVA-ACC-01,accessories,West,online,6,29.99,0.0575,169.59
2026-04-30,NOVA-ACC-01,accessories,West,marketplace,3,29.99,0.0458,85.85
2026-04-30,NOVA-ACC-01,accessories,West,b2b,1,29.99,0.1036,26.88
2026-04-30,NOVA-ACC-02,accessories,North,online,5,49.99,0.0427,239.28
2026-04-30,NOVA-ACC-02,accessories,North,marketplace,3,49.99,0.0448,143.25
2026-04-30,NOVA-ACC-02,accessories,North,b2b,1,49.99,0.0991,45.04
2026-04-30,NOVA-ACC-02,accessories,South,online,5,49.99,0.0509,237.23
2026-04-30,NOVA-ACC-02,accessories,South,marketplace,2,49.99,0.0553,94.45
2026-04-30,NOVA-ACC-02,accessories,South,b2b,1,49.99,0.0901,45.49
2026-04-30,NOVA-ACC-02,accessories,East,online,6,49.99,0.0459,286.17
2026-04-30,NOVA-ACC-02,accessories,East,marketplace,3,49.99,0.0476,142.83
2026-04-30,NOVA-ACC-02,accessories,East,b2b,1,49.99,0.0914,45.42
2026-04-30,NOVA-ACC-02,accessories,West,online,5,49.99,0.0482,237.9
2026-04-30,NOVA-ACC-02,accessories,West,marketplace,2,49.99,0.0421,95.77
2026-04-30,NOVA-ACC-02,accessories,West,b2b,1,49.99,0.0992,45.03
2026-05-01,NOVA-AUD-01,audio,North,online,5,149.99,0.0527,710.43
2026-05-01,NOVA-AUD-01,audio,North,marketplace,2,149.99,0.0507,284.77
2026-05-01,NOVA-AUD-01,audio,North,b2b,1,149.99,0.1084,133.73
2026-05-01,NOVA-AUD-01,audio,South,online,3,149.99,0.0453,429.59
2026-05-01,NOVA-AUD-01,audio,South,marketplace,2,149.99,0.0593,282.19
2026-05-01,NOVA-AUD-01,audio,East,online,4,149.99,0.0509,569.42
2026-05-01,NOVA-AUD-01,audio,East,marketplace,1,149.99,0.0596,141.05
2026-05-01,NOVA-AUD-01,audio,West,online,3,149.99,0.0484,428.19
2026-05-01,NOVA-AUD-01,audio,West,marketplace,1,149.99,0.0587,141.19
2026-05-01,NOVA-AUD-02,audio,North,online,4,89.99,0.0527,340.99
2026-05-01,NOVA-AUD-02,audio,North,marketplace,3,89.99,0.0491,256.71
2026-05-01,NOVA-AUD-02,audio,North,b2b,1,89.99,0.1016,80.85
2026-05-01,NOVA-AUD-02,audio,South,online,4,89.99,0.0559,339.84
2026-05-01,NOVA-AUD-02,audio,South,marketplace,2,89.99,0.0515,170.71
2026-05-01,NOVA-AUD-02,audio,South,b2b,1,89.99,0.0909,81.81
2026-05-01,NOVA-AUD-02,audio,East,online,5,89.99,0.0452,429.61
2026-05-01,NOVA-AUD-02,audio,East,marketplace,3,89.99,0.0583,254.23
2026-05-01,NOVA-AUD-02,audio,East,b2b,1,89.99,0.1025,80.77
2026-05-01,NOVA-AUD-02,audio,West,online,4,89.99,0.0401,345.53
2026-05-01,NOVA-AUD-02,audio,West,marketplace,2,89.99,0.0501,170.96
2026-05-01,NOVA-AUD-02,audio,West,b2b,1,89.99,0.0956,81.39
2026-05-01,NOVA-MOB-01,mobile,North,online,2,699.99,0.0491,1331.24
2026-05-01,NOVA-MOB-01,mobile,North,marketplace,1,699.99,0.0464,667.51
2026-05-01,NOVA-MOB-01,mobile,South,online,1,699.99,0.0541,662.12
2026-05-01,NOVA-MOB-01,mobile,South,marketplace,1,699.99,0.0553,661.28
2026-05-01,NOVA-MOB-01,mobile,East,online,3,699.99,0.0427,2010.3
2026-05-01,NOVA-MOB-01,mobile,East,marketplace,1,699.99,0.0491,665.62
2026-05-01,NOVA-MOB-01,mobile,West,online,1,699.99,0.0594,658.41
2026-05-01,NOVA-MOB-01,mobile,West,marketplace,1,699.99,0.0592,658.55
2026-05-01,NOVA-MOB-02,mobile,North,online,3,449.99,0.0552,1275.45
2026-05-01,NOVA-MOB-02,mobile,North,marketplace,2,449.99,0.0564,849.22
2026-05-01,NOVA-MOB-02,mobile,North,b2b,1,449.99,0.1053,402.61
2026-05-01,NOVA-MOB-02,mobile,South,online,2,449.99,0.0461,858.49
