date,sku,dc_id,region,on_hand_units,allocated_units,available_units,fill_rate
2026-05-03,NOVA-MOB-01,DC-WEST,West,240,72,168,0.907
2026-05-03,NOVA-MOB-02,DC-NORTH,North,281,111,170,0.8989
2026-05-03,NOVA-MOB-02,DC-SOUTH,South,333,91,242,0.9374
2026-05-03,NOVA-MOB-02,DC-EAST,East,315,89,226,0.8554
2026-05-03,NOVA-MOB-02,DC-WEST,West,263,101,162,0.8641
2026-05-03,NOVA-CPT-01,DC-NORTH,North,166,60,106,0.9322
2026-05-03,NOVA-CPT-01,DC-SOUTH,South,185,77,108,0.9078
2026-05-03,NOVA-CPT-01,DC-EAST,East,182,75,107,0.9432
2026-05-03,NOVA-CPT-01,DC-WEST,West,155,63,92,0.9207
2026-05-03,NOVA-CPT-02,DC-NORTH,North,225,67,158,0.8689
2026-05-03,NOVA-CPT-02,DC-SOUTH,South,205,52,153,0.8652
2026-05-03,NOVA-CPT-02,DC-EAST,East,189,49,140,0.8465
2026-05-03,NOVA-CPT-02,DC-WEST,West,219,75,144,0.8495
2026-05-03,NOVA-WBL-01,DC-NORTH,North,257,103,154,0.8572
2026-05-03,NOVA-WBL-01,DC-SOUTH,South,246,78,168,0.9428
2026-05-03,NOVA-WBL-01,DC-EAST,East,283,79,204,0.8872
2026-05-03,NOVA-WBL-01,DC-WEST,West,280,119,161,0.9067
2026-05-03,NOVA-WBL-02,DC-NORTH,North,430,178,252,0.8635
2026-05-03,NOVA-WBL-02,DC-SOUTH,South,442,158,284,0.8586
2026-05-03,NOVA-WBL-02,DC-EAST,East,402,163,239,0.8612
2026-05-03,NOVA-WBL-02,DC-WEST,West,465,154,311,0.8874
2026-05-03,NOVA-ACC-01,DC-NORTH,North,664,293,371,0.909
2026-05-03,NOVA-ACC-01,DC-SOUTH,South,820,363,457,0.8773
2026-05-03,NOVA-ACC-01,DC-EAST,East,719,195,524,0.9302
2026-05-03,NOVA-ACC-01,DC-WEST,West,679,304,375,0.943
2026-05-03,NOVA-ACC-02,DC-NORTH,North,515,159,356,0.9455
2026-05-03,NOVA-ACC-02,DC-SOUTH,South,597,178,419,0.8596
2026-05-03,NOVA-ACC-02,DC-EAST,East,533,205,328,0.9176
2026-05-03,NOVA-ACC-02,DC-WEST,West,479,129,350,0.8801
2026-05-04,NOVA-AUD-01,DC-NORTH,North,400,140,260,0.9023
2026-05-04,NOVA-AUD-01,DC-SOUTH,South,357,143,214,0.9215
2026-05-04,NOVA-AUD-01,DC-EAST,East,449,195,254,0.9203
2026-05-04,NOVA-AUD-01,DC-WEST,West,396,151,245,0.9139
2026-05-04,NOVA-AUD-02,DC-NORTH,North,427,133,294,0.9475
2026-05-04,NOVA-AUD-02,DC-SOUTH,South,513,147,366,0.9348
2026-05-04,NOVA-AUD-02,DC-EAST,East,537,208,329,0.9429
2026-05-04,NOVA-AUD-02,DC-WEST,West,515,223,292,0.9103
2026-05-04,NOVA-MOB-01,DC-NORTH,North,282,115,167,0.8548
2026-05-04,NOVA-MOB-01,DC-SOUTH,South,258,87,171,0.9399
2026-05-04,NOVA-MOB-01,DC-EAST,East,251,64,187,0.9524
2026-05-04,NOVA-MOB-01,DC-WEST,West,259,69,190,0.9156
2026-05-04,NOVA-MOB-02,DC-NORTH,North,330,85,245,0.8856
2026-05-04,NOVA-MOB-02,DC-SOUTH,South,282,116,166,0.9435
2026-05-04,NOVA-MOB-02,DC-EAST,East,319,87,232,0.9468
2026-05-04,NOVA-MOB-02,DC-WEST,West,278,84,194,0.9494
2026-05-04,NOVA-CPT-01,DC-NORTH,North,180,48,132,0.8806
2026-05-04,NOVA-CPT-01,DC-SOUTH,South,191,83,108,0.9157
2026-05-04,NOVA-CPT-01,DC-EAST,East,164,49,115,0.9464
2026-05-04,NOVA-CPT-01,DC-WEST,West,192,72,120,0.918
2026-05-04,NOVA-CPT-02,DC-NORTH,North,212,55,157,0.8579
2026-05-04,NOVA-CPT-02,DC-SOUTH,South,200,55,145,0.9434
2026-05-04,NOVA-CPT-02,DC-EAST,East,185,77,108,0.9213
2026-05-04,NOVA-CPT-02,DC-WEST,West,226,84,142,0.8825
2026-05-04,NOVA-WBL-01,DC-NORTH,North,259,101,158,0.8584
2026-05-04,NOVA-WBL-01,DC-SOUTH,South,250,97,153,0.8811
2026-05-04,NOVA-WBL-01,DC-EAST,East,286,78,208,0.8682
2026-05-04,NOVA-WBL-01,DC-WEST,West,271,88,183,0.879
2026-05-04,NOVA-WBL-02,DC-NORTH,North,372,109,263,0.8695
2026-05-04,NOVA-WBL-02,DC-SOUTH,South,413,125,288,0.9531
2026-05-04,NOVA-WBL-02,DC-EAST,East,450,175,275,0.9072
2026-05-04,NOVA-WBL-02,DC-WEST,West,364,99,265,0.8576
2026-05-04,NOVA-ACC-01,DC-NORTH,North,861,257,604,0.8638
2026-05-04,NOVA-ACC-01,DC-SOUTH,South,717,218,499,0.8632
2026-05-04,NOVA-ACC-01,DC-EAST,East,734,222,512,0.9453
2026-05-04,NOVA-ACC-01,DC-WEST,West,844,264,580,0.9179
2026-05-04,NOVA-ACC-02,DC-NORTH,North,578,220,358,0.859
2026-05-04,NOVA-ACC-02,DC-SOUTH,South,573,200,373,0.9177
2026-05-04,NOVA-ACC-02,DC-EAST,East,620,163,457,0.8946
2026-05-04,NOVA-ACC-02,DC-WEST,West,494,151,343,0.8718
2026-05-05,NOVA-AUD-01,DC-NORTH,North,401,172,229,0.8504
2026-05-05,NOVA-AUD-01,DC-SOUTH,South,408,119,289,0.8857
2026-05-05,NOVA-AUD-01,DC-EAST,East,417,148,269,0.9102
2026-05-05,NOVA-AUD-01,DC-WEST,West,336,150,186,0.9126
2026-05-05,NOVA-AUD-02,DC-NORTH,North,423,109,314,0.9409
2026-05-05,NOVA-AUD-02,DC-SOUTH,South,421,105,316,0.9093
2026-05-05,NOVA-AUD-02,DC-EAST,East,475,170,305,0.9111
2026-05-05,NOVA-AUD-02,DC-WEST,West,519,149,370,0.9509
2026-05-05,NOVA-MOB-01,DC-NORTH,North,281,75,206,0.8968
2026-05-05,NOVA-MOB-01,DC-SOUTH,South,286,81,205,0.9323
2026-05-05,NOVA-MOB-01,DC-EAST,East,235,94,141,0.9363
2026-05-05,NOVA-MOB-01,DC-WEST,West,232,60,172,0.8835
2026-05-05,NOVA-MOB-02,DC-NORTH,North,292,120,172,0.9072
2026-05-05,NOVA-MOB-02,DC-SOUTH,South,322,108,214,0.8482
2026-05-05,NOVA-MOB-02,DC-EAST,East,272,88,184,0.8579
2026-05-05,NOVA-MOB-02,DC-WEST,West,314,106,208,0.8866
2026-05-05,NOVA-CPT-01,DC-NORTH,North,147,60,87,0.9532
2026-05-05,NOVA-CPT-01,DC-SOUTH,South,173,71,102,0.8488
2026-05-05,NOVA-CPT-01,DC-EAST,East,162,47,115,0.8999
2026-05-05,NOVA-CPT-01,DC-WEST,West,171,54,117,0.8846
2026-05-05,NOVA-CPT-02,DC-NORTH,North,212,78,134,0.8552
2026-05-05,NOVA-CPT-02,DC-SOUTH,South,201,84,117,0.8929
2026-05-05,NOVA-CPT-02,DC-EAST,East,224,70,154,0.9415
2026-05-05,NOVA-CPT-02,DC-WEST,West,239,71,168,0.8959
2026-05-05,NOVA-WBL-01,DC-NORTH,North,280,114,166,0.929
2026-05-05,NOVA-WBL-01,DC-SOUTH,South,272,97,175,0.9251
2026-05-05,NOVA-WBL-01,DC-EAST,East,238,89,149,0.9321
2026-05-05,NOVA-WBL-01,DC-WEST,West,300,127,173,0.9533
2026-05-05,NOVA-WBL-02,DC-NORTH,North,445,171,274,0.865
2026-05-05,NOVA-WBL-02,DC-SOUTH,South,367,125,242,0.9138
2026-05-05,NOVA-WBL-02,DC-EAST,East,384,133,251,0.9299
2026-05-05,NOVA-WBL-02,DC-WEST,West,372,147,225,0.8599
2026-05-05,NOVA-ACC-01,DC-NORTH,North,877,249,628,0.8822
2026-05-05,NOVA-ACC-01,DC-SOUTH,South,777,211,566,0.9159
2026-05-05,NOVA-ACC-01,DC-EAST,East,820,307,513,0.8586
2026-05-05,NOVA-ACC-01,DC-WEST,West,824,282,542,0.8566
2026-05-05,NOVA-ACC-02,DC-NORTH,North,536,144,392,0.8492
2026-05-05,NOVA-ACC-02,DC-SOUTH,South,643,271,372,0.8796
2026-05-05,NOVA-ACC-02,DC-EAST,East,520,178,342,0.9306
2026-05-05,NOVA-ACC-02,DC-WEST,West,609,154,455,0.8734
2026-05-06,NOVA-AUD-01,DC-NORTH,North,410,113,297,0.9517
2026-05-06,NOVA-AUD-01,DC-SOUTH,South,404,172,232,0.8801
2026-05-06,NOVA-AUD-01,DC-EAST,East,344,109,235,0.8782
2026-05-06,NOVA-AUD-01,DC-WEST,West,374,116,258,0.9523
2026-05-06,NOVA-AUD-02,DC-NORTH,North,500,222,278,0.8841
2026-05-06,NOVA-AUD-02,DC-SOUTH,South,503,132,371,0.908
2026-05-06,NOVA-AUD-02,DC-EAST,East,549,139,410,0.9373
2026-05-06,NOVA-AUD-02,DC-WEST,West,561,214,347,0.8746
2026-05-06,NOVA-MOB-01,DC-NORTH,North,266,97,169,0.8483
2026-05-06,NOVA-MOB-01,DC-SOUTH,South,237,89,148,0.8796
2026-05-06,NOVA-MOB-01,DC-EAST,East,257,72,185,0.9263
2026-05-06,NOVA-MOB-01,DC-WEST,West,242,100,142,0.8915
2026-05-06,NOVA-MOB-02,DC-NORTH,North,284,122,162,0.9124
2026-05-06,NOVA-MOB-02,DC-SOUTH,South,337,148,189,0.926
2026-05-06,NOVA-MOB-02,DC-EAST,East,335,149,186,0.9317
2026-05-06,NOVA-MOB-02,DC-WEST,West,323,110,213,0.8896
2026-05-06,NOVA-CPT-01,DC-NORTH,North,180,62,118,0.9218
2026-05-06,NOVA-CPT-01,DC-SOUTH,South,185,70,115,0.8656
2026-05-06,NOVA-CPT-01,DC-EAST,East,191,56,135,0.9365
2026-05-06,NOVA-CPT-01,DC-WEST,West,181,62,119,0.9101
2026-05-06,NOVA-CPT-02,DC-NORTH,North,179,77,102,0.8835
2026-05-06,NOVA-CPT-02,DC-SOUTH,South,213,57,156,0.8601
2026-05-06,NOVA-CPT-02,DC-EAST,East,201,52,149,0.8971
2026-05-06,NOVA-CPT-02,DC-WEST,West,213,71,142,0.8813
2026-05-06,NOVA-WBL-01,DC-NORTH,North,294,110,184,0.9254
2026-05-06,NOVA-WBL-01,DC-SOUTH,South,242,65,177,0.861
2026-05-06,NOVA-WBL-01,DC-EAST,East,250,68,182,0.9299
2026-05-06,NOVA-WBL-01,DC-WEST,West,272,79,193,0.944
2026-05-06,NOVA-WBL-02,DC-NORTH,North,438,140,298,0.9436
2026-05-06,NOVA-WBL-02,DC-SOUTH,South,357,122,235,0.914
2026-05-06,NOVA-WBL-02,DC-EAST,East,413,174,239,0.8831
2026-05-06,NOVA-WBL-02,DC-WEST,West,420,175,245,0.868
2026-05-06,NOVA-ACC-01,DC-NORTH,North,837,282,555,0.8665
2026-05-06,NOVA-ACC-01,DC-SOUTH,South,805,243,562,0.8607
2026-05-06,NOVA-ACC-01,DC-EAST,East,759,318,441,0.8466
2026-05-06,NOVA-ACC-01,DC-WEST,West,809,362,447,0.9369
2026-05-06,NOVA-ACC-02,DC-NORTH,North,497,144,353,0.9297
2026-05-06,NOVA-ACC-02,DC-SOUTH,South,498,187,311,0.8522
2026-05-06,NOVA-ACC-02,DC-EAST,East,503,212,291,0.9199
2026-05-06,NOVA-ACC-02,DC-WEST,West,483,200,283,0.9399
2026-05-07,NOVA-AUD-01,DC-NORTH,North,380,150,230,0.8478
2026-05-07,NOVA-AUD-01,DC-SOUTH,South,386,138,248,0.9293
2026-05-07,NOVA-AUD-01,DC-EAST,East,417,135,282,0.8711
2026-05-07,NOVA-AUD-01,DC-WEST,West,422,134,288,0.8779
2026-05-07,NOVA-AUD-02,DC-NORTH,North,491,154,337,0.8908
2026-05-07,NOVA-AUD-02,DC-SOUTH,South,556,243,313,0.906
2026-05-07,NOVA-AUD-02,DC-EAST,East,484,139,345,0.8575
2026-05-07,NOVA-AUD-02,DC-WEST,West,491,176,315,0.9468
2026-05-07,NOVA-MOB-01,DC-NORTH,North,232,75,157,0.9068
2026-05-07,NOVA-MOB-01,DC-SOUTH,South,222,62,160,0.922
2026-05-07,NOVA-MOB-01,DC-EAST,East,284,94,190,0.8853
2026-05-07,NOVA-MOB-01,DC-WEST,West,253,101,152,0.8868
2026-05-07,NOVA-MOB-02,DC-NORTH,North,279,103,176,0.9236
2026-05-07,NOVA-MOB-02,DC-SOUTH,South,280,77,203,0.8564
2026-05-07,NOVA-MOB-02,DC-EAST,East,331,119,212,0.9304
2026-05-07,NOVA-MOB-02,DC-WEST,West,266,66,200,0.9013
2026-05-07,NOVA-CPT-01,DC-NORTH,North,186,49,137,0.9217
2026-05-07,NOVA-CPT-01,DC-SOUTH,South,188,78,110,0.8823
2026-05-07,NOVA-CPT-01,DC-EAST,East,156,64,92,0.9187
2026-05-07,NOVA-CPT-01,DC-WEST,West,188,82,106,0.9274
2026-05-07,NOVA-CPT-02,DC-NORTH,North,184,49,135,0.905
2026-05-07,NOVA-CPT-02,DC-SOUTH,South,239,92,147,0.8774
2026-05-07,NOVA-CPT-02,DC-EAST,East,232,61,171,0.9081
2026-05-07,NOVA-CPT-02,DC-WEST,West,183,78,105,0.8747
2026-05-07,NOVA-WBL-01,DC-NORTH,North,296,94,202,0.8855
2026-05-07,NOVA-WBL-01,DC-SOUTH,South,277,93,184,0.8879
2026-05-07,NOVA-WBL-01,DC-EAST,East,286,112,174,0.8623
2026-05-07,NOVA-WBL-01,DC-WEST,West,254,86,168,0.8572
2026-05-07,NOVA-WBL-02,DC-NORTH,North,418,167,251,0.8507
2026-05-07,NOVA-WBL-02,DC-SOUTH,South,395,127,268,0.9509
2026-05-07,NOVA-WBL-02,DC-EAST,East,444,121,323,0.9518
2026-05-07,NOVA-WBL-02,DC-WEST,West,412,134,278,0.9518
2026-05-07,NOVA-ACC-01,DC-NORTH,North,841,331,510,0.8647
2026-05-07,NOVA-ACC-01,DC-SOUTH,South,884,229,655,0.8601
2026-05-07,NOVA-ACC-01,DC-EAST,East,722,206,516,0.8709
2026-05-07,NOVA-ACC-01,DC-WEST,West,876,235,641,0.9531
2026-05-07,NOVA-ACC-02,DC-NORTH,North,528,236,292,0.9175
2026-05-07,NOVA-ACC-02,DC-SOUTH,South,508,208,300,0.9493
2026-05-07,NOVA-ACC-02,DC-EAST,East,535,142,393,0.9107
2026-05-07,NOVA-ACC-02,DC-WEST,West,580,217,363,0.8633
2026-05-08,NOVA-AUD-01,DC-NORTH,North,340,89,251,0.8604
2026-05-08,NOVA-AUD-01,DC-SOUTH,South,449,126,323,0.9272
2026-05-08,NOVA-AUD-01,DC-EAST,East,334,136,198,0.9125
2026-05-08,NOVA-AUD-01,DC-WEST,West,413,120,293,0.852
2026-05-08,NOVA-AUD-02,DC-NORTH,North,535,179,356,0.8737
2026-05-08,NOVA-AUD-02,DC-SOUTH,South,423,186,237,0.9214
2026-05-08,NOVA-AUD-02,DC-EAST,East,433,175,258,0.8999
2026-05-08,NOVA-AUD-02,DC-WEST,West,528,205,323,0.9539
2026-05-08,NOVA-MOB-01,DC-NORTH,North,219,58,161,0.9122
2026-05-08,NOVA-MOB-01,DC-SOUTH,South,222,97,125,0.9287
2026-05-08,NOVA-MOB-01,DC-EAST,East,243,63,180,0.8818
2026-05-08,NOVA-MOB-01,DC-WEST,West,263,68,195,0.9092
2026-05-08,NOVA-MOB-02,DC-NORTH,North,338,145,193,0.9038
2026-05-08,NOVA-MOB-02,DC-SOUTH,South,298,95,203,0.8483
2026-05-08,NOVA-MOB-02,DC-EAST,East,312,115,197,0.8687
2026-05-08,NOVA-MOB-02,DC-WEST,West,325,93,232,0.8956
2026-05-08,NOVA-CPT-01,DC-NORTH,North,178,63,115,0.9352
2026-05-08,NOVA-CPT-01,DC-SOUTH,South,188,74,114,0.8469
2026-05-08,NOVA-CPT-01,DC-EAST,East,159,46,113,0.8792
2026-05-08,NOVA-CPT-01,DC-WEST,West,169,60,109,0.9463
2026-05-08,NOVA-CPT-02,DC-NORTH,North,209,93,116,0.9106
2026-05-08,NOVA-CPT-02,DC-SOUTH,South,224,75,149,0.896
2026-05-08,NOVA-CPT-02,DC-EAST,East,228,71,157,0.869
2026-05-08,NOVA-CPT-02,DC-WEST,West,200,73,127,0.8637
2026-05-08,NOVA-WBL-01,DC-NORTH,North,285,85,200,0.8715
2026-05-08,NOVA-WBL-01,DC-SOUTH,South,244,103,141,0.9293
2026-05-08,NOVA-WBL-01,DC-EAST,East,266,79,187,0.895
2026-05-08,NOVA-WBL-01,DC-WEST,West,286,110,176,0.9401
2026-05-08,NOVA-WBL-02,DC-NORTH,North,365,96,269,0.8497
2026-05-08,NOVA-WBL-02,DC-SOUTH,South,421,162,259,0.8963
2026-05-08,NOVA-WBL-02,DC-EAST,East,442,121,321,0.8631
2026-05-08,NOVA-WBL-02,DC-WEST,West,377,142,235,0.8748
2026-05-08,NOVA-ACC-01,DC-NORTH,North,717,261,456,0.8773
2026-05-08,NOVA-ACC-01,DC-SOUTH,South,759,311,448,0.932
2026-05-08,NOVA-ACC-01,DC-EAST,East,778,276,502,0.9308
2026-05-08,NOVA-ACC-01,DC-WEST,West,745,278,467,0.9402
2026-05-08,NOVA-ACC-02,DC-NORTH,North,528,234,294,0.8547
2026-05-08,NOVA-ACC-02,DC-SOUTH,South,520,142,378,0.8857
2026-05-08,NOVA-ACC-02,DC-EAST,East,499,198,301,0.856
2026-05-08,NOVA-ACC-02,DC-WEST,West,498,196,302,0.8978
2026-05-09,NOVA-AUD-01,DC-NORTH,North,359,146,213,0.8552
2026-05-09,NOVA-AUD-01,DC-SOUTH,South,360,128,232,0.8936
2026-05-09,NOVA-AUD-01,DC-EAST,East,425,162,263,0.8584
2026-05-09,NOVA-AUD-01,DC-WEST,West,423,123,300,0.9109
2026-05-09,NOVA-AUD-02,DC-NORTH,North,463,149,314,0.9458
2026-05-09,NOVA-AUD-02,DC-SOUTH,South,510,142,368,0.8822
2026-05-09,NOVA-AUD-02,DC-EAST,East,500,136,364,0.8685
2026-05-09,NOVA-AUD-02,DC-WEST,West,441,195,246,0.935
2026-05-09,NOVA-MOB-01,DC-NORTH,North,274,92,182,0.939
2026-05-09,NOVA-MOB-01,DC-SOUTH,South,230,100,130,0.95
2026-05-09,NOVA-MOB-01,DC-EAST,East,249,63,186,0.9381
2026-05-09,NOVA-MOB-01,DC-WEST,West,260,76,184,0.8892
2026-05-09,NOVA-MOB-02,DC-NORTH,North,298,77,221,0.8977
2026-05-09,NOVA-MOB-02,DC-SOUTH,South,351,154,197,0.9068
2026-05-09,NOVA-MOB-02,DC-EAST,East,337,90,247,0.9172
2026-05-09,NOVA-MOB-02,DC-WEST,West,320,140,180,0.9053
2026-05-09,NOVA-CPT-01,DC-NORTH,North,150,65,85,0.907
2026-05-09,NOVA-CPT-01,DC-SOUTH,South,147,61,86,0.8688
2026-05-09,NOVA-CPT-01,DC-EAST,East,189,59,130,0.8938
2026-05-09,NOVA-CPT-01,DC-WEST,West,174,54,120,0.915
2026-05-09,NOVA-CPT-02,DC-NORTH,North,198,49,149,0.85
2026-05-09,NOVA-CPT-02,DC-SOUTH,South,210,67,143,0.9199
2026-05-09,NOVA-CPT-02,DC-EAST,East,195,53,142,0.9507
2026-05-09,NOVA-CPT-02,DC-WEST,West,199,80,119,0.9145
2026-05-09,NOVA-WBL-01,DC-NORTH,North,251,86,165,0.9473
2026-05-09,NOVA-WBL-01,DC-SOUTH,South,301,130,171,0.9189
2026-05-09,NOVA-WBL-01,DC-EAST,East,311,88,223,0.8708
2026-05-09,NOVA-WBL-01,DC-WEST,West,280,76,204,0.9433
2026-05-09,NOVA-WBL-02,DC-NORTH,North,390,125,265,0.9398
2026-05-09,NOVA-WBL-02,DC-SOUTH,South,481,128,353,0.9374
2026-05-09,NOVA-WBL-02,DC-EAST,East,390,144,246,0.883
2026-05-09,NOVA-WBL-02,DC-WEST,West,438,115,323,0.874
2026-05-09,NOVA-ACC-01,DC-NORTH,North,827,247,580,0.8743
2026-05-09,NOVA-ACC-01,DC-SOUTH,South,729,230,499,0.8464
2026-05-09,NOVA-ACC-01,DC-EAST,East,683,190,493,0.8539
2026-05-09,NOVA-ACC-01,DC-WEST,West,797,308,489,0.9023
2026-05-09,NOVA-ACC-02,DC-NORTH,North,637,197,440,0.8568
2026-05-09,NOVA-ACC-02,DC-SOUTH,South,489,217,272,0.9496
2026-05-09,NOVA-ACC-02,DC-EAST,East,623,186,437,0.9058
2026-05-09,NOVA-ACC-02,DC-WEST,West,563,220,343,0.8486
2026-05-10,NOVA-AUD-01,DC-NORTH,North,399,111,288,0.9456
2026-05-10,NOVA-AUD-01,DC-SOUTH,South,351,90,261,0.9235
2026-05-10,NOVA-AUD-01,DC-EAST,East,441,187,254,0.9334
2026-05-10,NOVA-AUD-01,DC-WEST,West,383,165,218,0.9099
2026-05-10,NOVA-AUD-02,DC-NORTH,North,423,173,250,0.9343
2026-05-10,NOVA-AUD-02,DC-SOUTH,South,475,169,306,0.9212
2026-05-10,NOVA-AUD-02,DC-EAST,East,439,124,315,0.9224
2026-05-10,NOVA-AUD-02,DC-WEST,West,482,126,356,0.9465
2026-05-10,NOVA-MOB-01,DC-NORTH,North,264,97,167,0.9528
2026-05-10,NOVA-MOB-01,DC-SOUTH,South,250,73,177,0.9206
2026-05-10,NOVA-MOB-01,DC-EAST,East,236,90,146,0.866
2026-05-10,NOVA-MOB-01,DC-WEST,West,264,97,167,0.9099
2026-05-10,NOVA-MOB-02,DC-NORTH,North,329,91,238,0.8695
2026-05-10,NOVA-MOB-02,DC-SOUTH,South,292,84,208,0.8588
2026-05-10,NOVA-MOB-02,DC-EAST,East,293,88,205,0.9536
2026-05-10,NOVA-MOB-02,DC-WEST,West,301,90,211,0.8924
2026-05-10,NOVA-CPT-01,DC-NORTH,North,154,40,114,0.8974
2026-05-10,NOVA-CPT-01,DC-SOUTH,South,159,53,106,0.8774
2026-05-10,NOVA-CPT-01,DC-EAST,East,153,40,113,0.9016
2026-05-10,NOVA-CPT-01,DC-WEST,West,152,40,112,0.9245
2026-05-10,NOVA-CPT-02,DC-NORTH,North,235,74,161,0.9492
2026-05-10,NOVA-CPT-02,DC-SOUTH,South,222,63,159,0.9421
2026-05-10,NOVA-CPT-02,DC-EAST,East,200,62,138,0.8705
2026-05-10,NOVA-CPT-02,DC-WEST,West,184,75,109,0.9472
2026-05-10,NOVA-WBL-01,DC-NORTH,North,299,128,171,0.9301
2026-05-10,NOVA-WBL-01,DC-SOUTH,South,284,89,195,0.9352
2026-05-10,NOVA-WBL-01,DC-EAST,East,264,74,190,0.935
2026-05-10,NOVA-WBL-01,DC-WEST,West,288,117,171,0.8475
2026-05-10,NOVA-WBL-02,DC-NORTH,North,478,197,281,0.9245
2026-05-10,NOVA-WBL-02,DC-SOUTH,South,363,102,261,0.9524
2026-05-10,NOVA-WBL-02,DC-EAST,East,420,170,250,0.9083
2026-05-10,NOVA-WBL-02,DC-WEST,West,478,174,304,0.9317
2026-05-10,NOVA-ACC-01,DC-NORTH,North,845,318,527,0.9064
2026-05-10,NOVA-ACC-01,DC-SOUTH,South,818,270,548,0.8879
2026-05-10,NOVA-ACC-01,DC-EAST,East,788,199,589,0.8494
2026-05-10,NOVA-ACC-01,DC-WEST,West,800,254,546,0.929
2026-05-10,NOVA-ACC-02,DC-NORTH,North,625,178,447,0.8832
2026-05-10,NOVA-ACC-02,DC-SOUTH,South,636,252,384,0.8495
2026-05-10,NOVA-ACC-02,DC-EAST,East,505,147,358,0.9535
2026-05-10,NOVA-ACC-02,DC-WEST,West,493,148,345,0.9482
2026-05-11,NOVA-AUD-01,DC-NORTH,North,344,143,201,0.9467
2026-05-11,NOVA-AUD-01,DC-SOUTH,South,360,122,238,0.8957
2026-05-11,NOVA-AUD-01,DC-EAST,East,352,152,200,0.9222
2026-05-11,NOVA-AUD-01,DC-WEST,West,438,113,325,0.9517
2026-05-11,NOVA-AUD-02,DC-NORTH,North,546,206,340,0.8838
2026-05-11,NOVA-AUD-02,DC-SOUTH,South,443,165,278,0.9328
2026-05-11,NOVA-AUD-02,DC-EAST,East,417,183,234,0.9076
2026-05-11,NOVA-AUD-02,DC-WEST,West,562,208,354,0.8938
2026-05-11,NOVA-MOB-01,DC-NORTH,North,269,94,175,0.855
2026-05-11,NOVA-MOB-01,DC-SOUTH,South,284,99,185,0.9093
2026-05-11,NOVA-MOB-01,DC-EAST,East,285,115,170,0.8487
2026-05-11,NOVA-MOB-01,DC-WEST,West,241,73,168,0.9413
2026-05-11,NOVA-MOB-02,DC-NORTH,North,289,116,173,0.9025
2026-05-11,NOVA-MOB-02,DC-SOUTH,South,320,99,221,0.9289
2026-05-11,NOVA-MOB-02,DC-EAST,East,307,83,224,0.8467
2026-05-11,NOVA-MOB-02,DC-WEST,West,309,124,185,0.9306
2026-05-11,NOVA-CPT-01,DC-NORTH,North,166,68,98,0.928
2026-05-11,NOVA-CPT-01,DC-SOUTH,South,185,49,136,0.9214
2026-05-11,NOVA-CPT-01,DC-EAST,East,162,59,103,0.8633
2026-05-11,NOVA-CPT-01,DC-WEST,West,172,75,97,0.8675
2026-05-11,NOVA-CPT-02,DC-NORTH,North,218,79,139,0.9139
2026-05-11,NOVA-CPT-02,DC-SOUTH,South,203,72,131,0.9188
2026-05-11,NOVA-CPT-02,DC-EAST,East,197,68,129,0.8896
2026-05-11,NOVA-CPT-02,DC-WEST,West,193,48,145,0.9133
2026-05-11,NOVA-WBL-01,DC-NORTH,North,320,117,203,0.8969
2026-05-11,NOVA-WBL-01,DC-SOUTH,South,291,78,213,0.8571
2026-05-11,NOVA-WBL-01,DC-EAST,East,264,118,146,0.9083
2026-05-11,NOVA-WBL-01,DC-WEST,West,302,129,173,0.8786
2026-05-11,NOVA-WBL-02,DC-NORTH,North,415,182,233,0.887
2026-05-11,NOVA-WBL-02,DC-SOUTH,South,460,157,303,0.8571
2026-05-11,NOVA-WBL-02,DC-EAST,East,399,161,238,0.8762
2026-05-11,NOVA-WBL-02,DC-WEST,West,408,132,276,0.95
2026-05-11,NOVA-ACC-01,DC-NORTH,North,782,324,458,0.8682
2026-05-11,NOVA-ACC-01,DC-SOUTH,South,756,246,510,0.8715
2026-05-11,NOVA-ACC-01,DC-EAST,East,670,299,371,0.8583
2026-05-11,NOVA-ACC-01,DC-WEST,West,875,359,516,0.8859
2026-05-11,NOVA-ACC-02,DC-NORTH,North,612,274,338,0.8609
2026-05-11,NOVA-ACC-02,DC-SOUTH,South,487,169,318,0.8925
2026-05-11,NOVA-ACC-02,DC-EAST,East,558,194,364,0.8637
2026-05-11,NOVA-ACC-02,DC-WEST,West,544,162,382,0.9251
2026-05-12,NOVA-AUD-01,DC-NORTH,North,357,112,245,0.8471
2026-05-12,NOVA-AUD-01,DC-SOUTH,South,433,110,323,0.9171
2026-05-12,NOVA-AUD-01,DC-EAST,East,427,154,273,0.8679
2026-05-12,NOVA-AUD-01,DC-WEST,West,346,105,241,0.918
2026-05-12,NOVA-AUD-02,DC-NORTH,North,426,113,313,0.8552
2026-05-12,NOVA-AUD-02,DC-SOUTH,South,525,136,389,0.8548
2026-05-12,NOVA-AUD-02,DC-EAST,East,483,150,333,0.8739
2026-05-12,NOVA-AUD-02,DC-WEST,West,498,223,275,0.9201
2026-05-12,NOVA-MOB-01,DC-NORTH,North,257,69,188,0.9095
2026-05-12,NOVA-MOB-01,DC-SOUTH,South,275,117,158,0.8664
2026-05-12,NOVA-MOB-01,DC-EAST,East,252,72,180,0.8533
2026-05-12,NOVA-MOB-01,DC-WEST,West,233,95,138,0.9042
